G,R,X,Y,GR,UID,TR,qw,qb,X_count,Y_count,Y_count_resolve,First 200,,,,,,MW,MB,FW,FB
F,B,-0.259630363,-0.238261748,FB,225,B,0,1,-0.259630363,-0.238261748,-0.238261748,0,,,,,,0,0,0,1
M,B,0.983976417,0.746051962,MB,1671,B,0,1,-0.044440302,-0.240412253,0.601627223,0,,,,,,0,1,0,0
F,B,-0.120561088,-0.242229843,FB,1964,B,0,1,-0.120561088,-0.242229843,-0.242229843,0,,,,,,0,0,0,1
M,W,1.041393102,0.818388968,MW,603,W,0,0,0.012976383,-0.243694466,0.598345009,0,,,,,,1,0,0,0
M,B,0.894405051,0.740778101,MB,1708,B,0,1,-0.134011668,-0.245686114,0.596353362,0,,,,,,0,1,0,0
F,W,-0.359454645,-0.140603503,FW,871,W,0,0,-0.359454645,-0.247751738,-0.247751738,0,,,,,,0,0,1,0
M,B,0.807311338,0.737767064,MB,1728,B,0,1,-0.22110538,-0.24869715,0.593342325,0,,,,,,0,1,0,0
M,B,0.857168886,0.735210439,MB,732,B,0,1,-0.171247833,-0.251253775,0.5907857,0,,,,,,0,1,0,0
F,W,-0.33679153,-0.147943812,FW,1290,W,0,0,-0.33679153,-0.255092046,-0.255092046,0,,,,,,0,0,1,0
F,W,0.27320682,-0.150939632,FW,455,W,0,0,0.27320682,-0.258087866,-0.258087866,0,,,,,,0,0,1,0
M,B,1.167098446,0.728071213,MB,474,B,0,1,0.138681727,-0.258393001,0.583646474,0,,,,,,0,1,0,0
M,B,1.143613629,0.726643351,MB,1884,B,0,1,0.115196911,-0.259820863,0.582218612,0,,,,,,0,1,0,0
F,B,-0.119358253,-0.263054218,FB,1900,B,0,1,-0.119358253,-0.263054218,-0.263054218,0,,,,,,0,0,0,1
F,W,0.102725987,-0.158676239,FW,803,W,0,0,0.102725987,-0.265824473,-0.265824473,0,,,,,,0,0,1,0
F,B,-0.077264604,-0.265864553,FB,695,B,0,1,-0.077264604,-0.265864553,-0.265864553,0,,,,,,0,0,0,1
F,W,-0.203138146,-0.161620937,FW,1622,W,0,0,-0.203138146,-0.268769171,-0.268769171,0,,,,,,0,0,1,0
F,B,-0.224207578,-0.269891685,FB,12,B,0,1,-0.224207578,-0.269891685,-0.269891685,1,,,,,,0,0,0,1
F,B,-0.192828536,-0.271989239,FB,234,B,0,1,-0.192828536,-0.271989239,-0.271989239,0,,,,,,0,0,0,1
F,B,-0.221939593,-0.276945072,FB,414,B,0,1,-0.221939593,-0.276945072,-0.276945072,0,,,,,,0,0,0,1
M,W,0.925471884,0.784353773,MW,316,W,0,0,-0.102944835,-0.277729661,0.564309814,0,,,,,,1,0,0,0
M,W,1.003034901,0.781289858,MW,1382,W,0,0,-0.025381818,-0.280793577,0.561245899,0,,,,,,1,0,0,0
F,B,-0.063441905,-0.283077738,FB,348,B,0,1,-0.063441905,-0.283077738,-0.283077738,0,,,,,,0,0,0,1
M,B,0.757063253,0.700518388,MB,1639,B,0,1,-0.271353466,-0.285945826,0.556093649,0,,,,,,0,1,0,0
M,W,0.836187055,0.775869824,MW,1641,W,0,0,-0.192229664,-0.286213611,0.555825864,0,,,,,,1,0,0,0
F,B,0.08775261,-0.287328327,FB,928,B,0,1,0.08775261,-0.287328327,-0.287328327,0,,,,,,0,0,0,1
M,W,1.010724668,0.773919304,MW,1471,W,0,0,-0.017692051,-0.288164131,0.553875345,0,,,,,,1,0,0,0
M,B,1.030786015,0.698090497,MB,1188,B,0,1,0.002369296,-0.288373718,0.553665757,0,,,,,,0,1,0,0
M,W,0.886960856,0.771803888,MW,1045,W,0,0,-0.141455863,-0.290279546,0.551759929,0,,,,,,1,0,0,0
M,W,1.13377275,0.771034977,MW,1951,W,0,0,0.105356031,-0.291048458,0.550991017,0,,,,,,1,0,0,0
M,W,0.914794525,0.769881241,MW,570,W,0,0,-0.113622194,-0.292202194,0.549837282,0,,,,,,1,0,0,0
M,W,0.76256067,0.768415547,MW,1509,W,0,0,-0.265856049,-0.293667887,0.548371588,0,,,,,,1,0,0,0
M,W,0.958095414,0.767503125,MW,1347,W,0,0,-0.070321305,-0.294580309,0.547459166,0,,,,,,1,0,0,0
F,W,0.014592963,-0.19245769,FW,192,W,0,0,0.014592963,-0.299605924,-0.299605924,1,,,,,,0,0,1,0
F,W,-0.533629199,-0.196032602,FW,1093,W,0,0,-0.533629199,-0.303180836,-0.303180836,0,,,,,,0,0,1,0
F,B,-0.056808984,-0.303347265,FB,1068,B,0,1,-0.056808984,-0.303347265,-0.303347265,0,,,,,,0,0,0,1
F,W,-0.17460805,-0.196954754,FW,497,W,0,0,-0.17460805,-0.304102988,-0.304102988,0,,,,,,0,0,1,0
F,W,0.143692737,-0.197516541,FW,1549,W,0,0,0.143692737,-0.304664775,-0.304664775,0,,,,,,0,0,1,0
M,W,0.952165027,0.75720709,MW,903,W,0,0,-0.076251692,-0.304876345,0.537163131,0,,,,,,1,0,0,0
F,W,0.042771126,-0.199581912,FW,288,W,0,0,0.042771126,-0.306730146,-0.306730146,0,,,,,,0,0,1,0
M,B,0.851856221,0.67836642,MB,180,B,0,1,-0.176560498,-0.308097794,0.533941681,1,,,,,,0,1,0,0
M,W,1.04963569,0.753762683,MW,552,W,0,0,0.021218971,-0.308320751,0.533718724,0,,,,,,1,0,0,0
M,B,0.810618319,0.677321063,MB,986,B,0,1,-0.2177984,-0.309143151,0.532896324,0,,,,,,0,1,0,0
F,B,-0.051379481,-0.309572217,FB,1379,B,0,1,-0.051379481,-0.309572217,-0.309572217,0,,,,,,0,0,0,1
M,B,0.68017081,0.674966373,MB,1366,B,0,1,-0.348245909,-0.311497841,0.530541634,0,,,,,,0,1,0,0
M,W,0.758673268,0.749969215,MW,1076,W,0,0,-0.269743451,-0.312114219,0.529925256,0,,,,,,1,0,0,0
M,W,0.948820274,0.749184615,MW,381,W,0,0,-0.079596445,-0.312898819,0.529140656,0,,,,,,1,0,0,0
M,W,0.952426682,0.745774681,MW,1456,W,0,0,-0.075990037,-0.316308753,0.525730722,0,,,,,,1,0,0,0
F,B,-0.135215403,-0.316734473,FB,1616,B,0,1,-0.135215403,-0.316734473,-0.316734473,0,,,,,,0,0,0,1
F,B,-0.370536322,-0.316852571,FB,1372,B,0,1,-0.370536322,-0.316852571,-0.316852571,0,,,,,,0,0,0,1
M,W,0.834135062,0.74394386,MW,205,W,0,0,-0.194281657,-0.318139574,0.523899901,0,,,,,,1,0,0,0
M,W,0.932746722,0.743617145,MW,569,W,0,0,-0.095669996,-0.318466289,0.523573186,0,,,,,,1,0,0,0
M,W,0.846422796,0.741280475,MW,1400,W,0,0,-0.181993923,-0.320802959,0.521236516,0,,,,,,1,0,0,0
F,B,-0.518158239,-0.323758587,FB,649,B,0,1,-0.518158239,-0.323758587,-0.323758587,0,,,,,,0,0,0,1
M,W,1.090690844,0.737216712,MW,457,W,0,0,0.062274125,-0.324866722,0.517172753,0,,,,,,1,0,0,0
F,W,-0.024720429,-0.220814308,FW,1891,W,0,0,-0.024720429,-0.327962542,-0.327962542,0,,,,,,0,0,1,0
F,B,-0.259380687,-0.32829371,FB,436,B,0,1,-0.259380687,-0.32829371,-0.32829371,0,,,,,,0,0,0,1
M,W,1.058085747,0.732918982,MW,1234,W,0,0,0.029669028,-0.329164452,0.512875023,0,,,,,,1,0,0,0
F,B,-0.435971622,-0.330298836,FB,69,B,0,1,-0.435971622,-0.330298836,-0.330298836,1,,,,,,0,0,0,1
M,W,0.797254566,0.727222048,MW,691,W,0,0,-0.231162153,-0.334861386,0.507178089,0,,,,,,1,0,0,0
F,B,-0.599299419,-0.336552598,FB,778,B,0,1,-0.599299419,-0.336552598,-0.336552598,0,,,,,,0,0,0,1
M,W,0.737274895,0.725092182,MW,1244,W,0,0,-0.291141824,-0.336991253,0.505048223,0,,,,,,1,0,0,0
F,B,-0.061424697,-0.337548271,FB,1207,B,0,1,-0.061424697,-0.337548271,-0.337548271,0,,,,,,0,0,0,1
M,B,0.869528417,0.6448522,MB,555,B,0,1,-0.158888302,-0.341612014,0.500427461,0,,,,,,0,1,0,0
F,W,-0.101760444,-0.235199586,FW,714,W,0,0,-0.101760444,-0.34234782,-0.34234782,0,,,,,,0,0,1,0
M,B,0.665748389,0.643145973,MB,1378,B,0,1,-0.36266833,-0.343318241,0.498721234,0,,,,,,0,1,0,0
F,B,-0.24138804,-0.345896685,FB,481,B,0,1,-0.24138804,-0.345896685,-0.345896685,0,,,,,,0,0,0,1
M,W,0.849174158,0.714559981,MW,1235,W,0,0,-0.179242561,-0.347523453,0.494516022,0,,,,,,1,0,0,0
M,W,0.938011399,0.714009829,MW,533,W,0,0,-0.09040532,-0.348073606,0.49396587,0,,,,,,1,0,0,0
M,W,0.564368423,0.711083916,MW,477,W,0,0,-0.464048296,-0.350999518,0.491039957,0,,,,,,1,0,0,0
M,B,1.141450109,0.634238591,MB,954,B,0,1,0.11303339,-0.352225623,0.489813852,0,,,,,,0,1,0,0
M,W,0.78973815,0.707591972,MW,991,W,0,0,-0.238678569,-0.354491463,0.487548013,0,,,,,,1,0,0,0
F,W,-0.254435175,-0.247656319,FW,327,W,0,0,-0.254435175,-0.354804553,-0.354804553,0,,,,,,0,0,1,0
M,B,1.007028076,0.629792545,MB,1907,B,0,1,-0.021388643,-0.356671669,0.485367806,0,,,,,,0,1,0,0
M,W,0.89938519,0.705333029,MW,1950,W,0,0,-0.129031529,-0.356750405,0.48528907,0,,,,,,1,0,0,0
M,W,0.848827964,0.704461139,MW,892,W,0,0,-0.179588755,-0.357622296,0.48441718,0,,,,,,1,0,0,0
F,B,-0.417341417,-0.359013117,FB,767,B,0,1,-0.417341417,-0.359013117,-0.359013117,0,,,,,,0,0,0,1
M,W,0.985800261,0.702983251,MW,479,W,0,0,-0.042616457,-0.359100184,0.482939292,0,,,,,,1,0,0,0
M,W,0.93253601,0.702589567,MW,1966,W,0,0,-0.095880709,-0.359493868,0.482545608,0,,,,,,1,0,0,0
F,B,-0.165742642,-0.362251262,FB,802,B,0,1,-0.165742642,-0.362251262,-0.362251262,0,,,,,,0,0,0,1
M,B,0.940417278,0.624092843,MB,886,B,0,1,-0.087999441,-0.362371371,0.479668104,0,,,,,,0,1,0,0
F,W,-0.253364959,-0.25680444,FW,1730,W,0,0,-0.253364959,-0.363952674,-0.363952674,0,,,,,,0,0,1,0
M,W,0.840226001,0.696808973,MW,828,W,0,0,-0.188190718,-0.365274461,0.476765014,0,,,,,,1,0,0,0
M,B,0.837098907,0.617120034,MB,246,B,0,1,-0.191317811,-0.369344181,0.472695295,0,,,,,,0,1,0,0
F,B,-0.336975018,-0.374788705,FB,1370,B,0,1,-0.336975018,-0.374788705,-0.374788705,0,,,,,,0,0,0,1
F,W,0.027047295,-0.268972696,FW,1991,W,0,0,0.027047295,-0.37612093,-0.37612093,0,,,,,,0,0,1,0
M,W,0.814579301,0.685880215,MW,1440,W,0,0,-0.213837418,-0.37620322,0.465836256,0,,,,,,1,0,0,0
F,W,-0.201234535,-0.269519667,FW,1625,W,0,0,-0.201234535,-0.376667901,-0.376667901,0,,,,,,0,0,1,0
M,W,0.942442202,0.683452138,MW,1107,W,0,0,-0.085974517,-0.378631296,0.463408179,0,,,,,,1,0,0,0
F,B,-0.194148555,-0.379773951,FB,922,B,0,1,-0.194148555,-0.379773951,-0.379773951,0,,,,,,0,0,0,1
M,W,1.051736808,0.678912296,MW,914,W,0,0,0.023320089,-0.383171138,0.458868337,0,,,,,,1,0,0,0
M,W,0.913822959,0.678215082,MW,1530,W,0,0,-0.11459376,-0.383868352,0.458171123,0,,,,,,1,0,0,0
M,B,0.771578505,0.595668943,MB,1302,B,0,1,-0.256838214,-0.390795271,0.451244204,0,,,,,,0,1,0,0
F,W,-0.209744139,-0.287944283,FW,953,W,0,0,-0.209744139,-0.395092517,-0.395092517,0,,,,,,0,0,1,0
M,W,0.730074625,0.6662076,MW,1936,W,0,0,-0.298342094,-0.395875834,0.446163641,0,,,,,,1,0,0,0
F,W,-0.168233573,-0.28899265,FW,1225,W,0,0,-0.168233573,-0.396140884,-0.396140884,0,,,,,,0,0,1,0
F,W,-0.427201629,-0.291996038,FW,233,W,0,0,-0.427201629,-0.399144272,-0.399144272,0,,,,,,0,0,1,0
F,W,-0.275171798,-0.292695892,FW,975,W,0,0,-0.275171798,-0.399844126,-0.399844126,0,,,,,,0,0,1,0
F,W,-0.3319151,-0.292879226,FW,434,W,0,0,-0.3319151,-0.40002746,-0.40002746,0,,,,,,0,0,1,0
F,B,-0.188730683,-0.400160251,FB,1150,B,0,1,-0.188730683,-0.400160251,-0.400160251,0,,,,,,0,0,0,1
F,W,-0.127700908,-0.293121887,FW,749,W,0,0,-0.127700908,-0.400270121,-0.400270121,0,,,,,,0,0,1,0
M,B,0.684285598,0.585233334,MB,526,B,0,1,-0.344131121,-0.40123088,0.440808595,0,,,,,,0,1,0,0
M,W,0.86584835,0.657930492,MW,1176,W,0,0,-0.162568369,-0.404152942,0.437886533,0,,,,,,1,0,0,0
M,B,0.587620544,0.578015753,MB,1184,B,0,1,-0.440796175,-0.408448462,0.433591013,0,,,,,,0,1,0,0
F,W,-0.461075564,-0.301984357,FW,1435,W,0,0,-0.461075564,-0.409132591,-0.409132591,0,,,,,,0,0,1,0
F,W,-0.252381409,-0.30413191,FW,56,W,0,0,-0.252381409,-0.411280144,-0.411280144,1,,,,,,0,0,1,0
M,W,0.821083656,0.649159362,MW,1279,W,0,0,-0.207333063,-0.412924072,0.429115403,0,,,,,,1,0,0,0
F,W,-0.40725385,-0.306425212,FW,1128,W,0,0,-0.40725385,-0.413573446,-0.413573446,0,,,,,,0,0,1,0
M,W,0.834742376,0.647061661,MW,1348,W,0,0,-0.193674343,-0.415021774,0.427017701,0,,,,,,1,0,0,0
M,W,0.802756812,0.644213427,MW,554,W,0,0,-0.225659907,-0.417870007,0.424169468,0,,,,,,1,0,0,0
F,W,-0.283806452,-0.311408852,FW,117,W,0,0,-0.283806452,-0.418557086,-0.418557086,1,,,,,,0,0,1,0
F,B,-0.1481549,-0.419279884,FB,393,B,0,1,-0.1481549,-0.419279884,-0.419279884,0,,,,,,0,0,0,1
M,B,1.08760619,0.565555089,MB,1113,B,0,1,0.059189472,-0.420909125,0.42113035,0,,,,,,0,1,0,0
M,W,1.035877023,0.641050744,MW,289,W,0,0,0.007460304,-0.42103269,0.421006785,0,,,,,,1,0,0,0
F,W,-0.387164365,-0.315239869,FW,362,W,0,0,-0.387164365,-0.422388103,-0.422388103,0,,,,,,0,0,1,0
M,W,0.824266508,0.6363327,MW,970,W,0,0,-0.204150211,-0.425750735,0.41628874,0,,,,,,1,0,0,0
M,B,0.999859406,0.559886555,MB,1364,B,0,1,-0.028557313,-0.426577659,0.415461816,0,,,,,,0,1,0,0
F,W,-0.202146286,-0.319777961,FW,1015,W,0,0,-0.202146286,-0.426926195,-0.426926195,0,,,,,,0,0,1,0
F,W,-0.387619068,-0.319955621,FW,824,W,0,0,-0.387619068,-0.427103855,-0.427103855,0,,,,,,0,0,1,0
M,W,0.917968653,0.634394258,MW,1531,W,0,0,-0.110448065,-0.427689176,0.414350299,0,,,,,,1,0,0,0
M,B,0.83523507,0.558231109,MB,1450,B,0,1,-0.193181649,-0.428233105,0.41380637,0,,,,,,0,1,0,0
M,B,0.872341736,0.55491156,MB,1746,B,0,1,-0.156074983,-0.431552654,0.410486821,0,,,,,,0,1,0,0
M,W,0.76312228,0.629503068,MW,312,W,0,0,-0.265294439,-0.432580366,0.409459109,0,,,,,,1,0,0,0
M,B,0.843429491,0.551348893,MB,806,B,0,1,-0.184987228,-0.435115321,0.406924154,0,,,,,,0,1,0,0
M,B,0.786141555,0.549142392,MB,1393,B,0,1,-0.242275164,-0.437321822,0.404717653,0,,,,,,0,1,0,0
M,W,0.656136483,0.623702511,MW,390,W,0,0,-0.372280236,-0.438380923,0.403658552,0,,,,,,1,0,0,0
F,W,-0.384559176,-0.332142449,FW,413,W,0,0,-0.384559176,-0.439290683,-0.439290683,0,,,,,,0,0,1,0
M,W,0.661554908,0.622082244,MW,91,W,0,0,-0.366861811,-0.44000119,0.402038285,1,,,,,,1,0,0,0
F,B,-0.11029867,-0.442528765,FB,642,B,0,1,-0.11029867,-0.442528765,-0.442528765,0,,,,,,0,0,0,1
M,W,0.783667149,0.617465173,MW,1078,W,0,0,-0.24474957,-0.444618262,0.397421213,0,,,,,,1,0,0,0
M,B,0.521243953,0.541435924,MB,9,B,0,1,-0.507172766,-0.44502829,0.397011185,1,,,,,,0,1,0,0
M,B,0.844221031,0.541165652,MB,485,B,0,1,-0.184195688,-0.445298563,0.396740913,0,,,,,,0,1,0,0
M,W,0.90934001,0.615347641,MW,999,W,0,0,-0.119076709,-0.446735793,0.395303682,0,,,,,,1,0,0,0
M,W,0.637941383,0.612937845,MW,1808,W,0,0,-0.390475336,-0.449145589,0.392893886,0,,,,,,1,0,0,0
M,B,0.946645781,0.533416072,MB,500,B,0,1,-0.081770938,-0.453048143,0.388991332,0,,,,,,0,1,0,0
M,W,0.691203583,0.608948324,MW,421,W,0,0,-0.337213136,-0.45313511,0.388904365,0,,,,,,1,0,0,0
F,B,-0.020392654,-0.455026474,FB,1483,B,0,1,-0.020392654,-0.455026474,-0.455026474,0,,,,,,0,0,0,1
F,W,-0.284359908,-0.350058484,FW,1299,W,0,0,-0.284359908,-0.457206718,-0.457206718,0,,,,,,0,0,1,0
F,W,-0.268717284,-0.350690591,FW,356,W,0,0,-0.268717284,-0.457838825,-0.457838825,0,,,,,,0,0,1,0
F,W,-0.342929217,-0.352938974,FW,794,W,0,0,-0.342929217,-0.460087208,-0.460087208,0,,,,,,0,0,1,0
M,W,0.601133272,0.600786968,MW,1096,W,0,0,-0.427283447,-0.461296466,0.380743009,0,,,,,,1,0,0,0
F,B,-0.426449223,-0.46256008,FB,492,B,0,1,-0.426449223,-0.46256008,-0.46256008,0,,,,,,0,0,0,1
F,W,-0.426065155,-0.356056738,FW,1030,W,0,0,-0.426065155,-0.463204972,-0.463204972,0,,,,,,0,0,1,0
F,B,-0.478373688,-0.464298031,FB,761,B,0,1,-0.478373688,-0.464298031,-0.464298031,0,,,,,,0,0,0,1
F,W,-0.254206966,-0.358295209,FW,916,W,0,0,-0.254206966,-0.465443443,-0.465443443,0,,,,,,0,0,1,0
F,W,-0.330447787,-0.3603287,FW,968,W,0,0,-0.330447787,-0.467476934,-0.467476934,0,,,,,,0,0,1,0
F,W,-0.24340854,-0.364807324,FW,1449,W,0,0,-0.24340854,-0.471955558,-0.471955558,0,,,,,,0,0,1,0
M,B,0.636627179,0.513840095,MB,848,B,0,1,-0.39178954,-0.472624119,0.369415356,0,,,,,,0,1,0,0
M,B,0.831021535,0.509793903,MB,1777,B,0,1,-0.197395184,-0.476670311,0.365369164,0,,,,,,0,1,0,0
F,W,-0.707607273,-0.370289463,FW,662,W,0,0,-0.707607273,-0.477437697,-0.477437697,0,,,,,,0,0,1,0
M,W,0.639503722,0.582885736,MW,216,W,0,0,-0.388912997,-0.479197698,0.362841777,0,,,,,,1,0,0,0
M,W,0.75119745,0.581570366,MW,1854,W,0,0,-0.277219269,-0.480513069,0.361526406,0,,,,,,1,0,0,0
M,W,0.956973186,0.580743298,MW,977,W,0,0,-0.071443533,-0.481340136,0.360699339,0,,,,,,1,0,0,0
M,W,0.767270599,0.57906023,MW,1689,W,0,0,-0.26114612,-0.483023204,0.359016271,0,,,,,,1,0,0,0
M,W,0.805686958,0.574986993,MW,1291,W,0,0,-0.222729761,-0.487096441,0.354943034,0,,,,,,1,0,0,0
M,W,0.550051075,0.574390529,MW,19,W,0,0,-0.478365644,-0.487692905,0.35434657,1,,,,,,1,0,0,0
F,W,-0.222687891,-0.381306983,FW,1560,W,0,0,-0.222687891,-0.488455217,-0.488455217,0,,,,,,0,0,1,0
M,B,0.593923646,0.492378037,MB,707,B,0,1,-0.434493073,-0.494086177,0.347953298,0,,,,,,0,1,0,0
F,W,-0.243985861,-0.388480033,FW,68,W,0,0,-0.243985861,-0.495628267,-0.495628267,1,,,,,,0,0,1,0
F,W,-0.111251002,-0.389421746,FW,2000,W,0,0,-0.111251002,-0.49656998,-0.49656998,0,,,,,,0,0,1,0
M,W,0.702357285,0.563873035,MW,146,W,0,0,-0.326059434,-0.498210399,0.343829076,1,,,,,,1,0,0,0
M,W,0.584589139,0.559303319,MW,1313,W,0,0,-0.44382758,-0.502780115,0.33925936,0,,,,,,1,0,0,0
M,B,0.726485115,0.481775695,MB,868,B,0,1,-0.301931604,-0.50468852,0.337350955,0,,,,,,0,1,0,0
M,W,0.658065567,0.557098574,MW,1844,W,0,0,-0.370351152,-0.504984861,0.337054614,0,,,,,,1,0,0,0
F,B,-0.161589779,-0.505962413,FB,1818,B,0,1,-0.161589779,-0.505962413,-0.505962413,0,,,,,,0,0,0,1
M,B,0.753546579,0.475539428,MB,75,B,0,1,-0.27487014,-0.510924787,0.331114688,1,,,,,,0,1,0,0
M,W,0.766673761,0.550502859,MW,710,W,0,0,-0.261742958,-0.511580575,0.3304589,0,,,,,,1,0,0,0
M,W,0.565039815,0.550477657,MW,946,W,0,0,-0.463376904,-0.511605778,0.330433697,0,,,,,,1,0,0,0
M,B,0.506678308,0.474799504,MB,906,B,0,1,-0.521738411,-0.51166471,0.330374765,0,,,,,,0,1,0,0
M,B,0.810108211,0.471265287,MB,494,B,0,1,-0.218308508,-0.515198928,0.326840548,0,,,,,,0,1,0,0
M,W,0.683038395,0.546769986,MW,1698,W,0,0,-0.345378324,-0.515313448,0.326726027,0,,,,,,1,0,0,0
M,W,0.636940726,0.546501833,MW,1468,W,0,0,-0.391475993,-0.515581601,0.326457874,0,,,,,,1,0,0,0
M,B,0.483950603,0.470176611,MB,627,B,0,1,-0.544466116,-0.516287603,0.325751872,0,,,,,,0,1,0,0
M,W,0.357474977,0.54511959,MW,496,W,0,0,-0.670941742,-0.516963845,0.325075631,0,,,,,,1,0,0,0
F,B,-0.714542864,-0.518699431,FB,1322,B,0,1,-0.714542864,-0.518699431,-0.518699431,0,,,,,,0,0,0,1
F,W,-0.460620383,-0.411615552,FW,1102,W,0,0,-0.460620383,-0.518763786,-0.518763786,0,,,,,,0,0,1,0
M,W,0.840861952,0.540671149,MW,1834,W,0,0,-0.187554767,-0.521412286,0.320627189,0,,,,,,1,0,0,0
M,B,0.630806175,0.46480076,MB,1626,B,0,1,-0.397610544,-0.521663454,0.320376021,0,,,,,,0,1,0,0
M,W,0.50056692,0.538811347,MW,476,W,0,0,-0.527849799,-0.523272087,0.318767388,0,,,,,,1,0,0,0
M,B,0.674225124,0.461059712,MB,1451,B,0,1,-0.354191595,-0.525404502,0.316634973,0,,,,,,0,1,0,0
M,W,0.413564211,0.534434098,MW,1457,W,0,0,-0.614852508,-0.527649336,0.314390139,0,,,,,,1,0,0,0
M,W,0.86346111,0.533338551,MW,165,W,0,0,-0.164955609,-0.528744883,0.313294592,1,,,,,,1,0,0,0
M,B,0.660087338,0.457450276,MB,1480,B,0,1,-0.368329381,-0.529013938,0.313025537,0,,,,,,0,1,0,0
M,W,0.772454211,0.531267442,MW,1771,W,0,0,-0.255962507,-0.530815992,0.311223483,0,,,,,,1,0,0,0
M,B,0.642308609,0.453678112,MB,276,B,0,1,-0.386108109,-0.532786102,0.309253373,0,,,,,,0,1,0,0
M,W,0.655644515,0.527994884,MW,463,W,0,0,-0.372772204,-0.534088551,0.307950924,0,,,,,,1,0,0,0
F,B,-0.358552355,-0.535460987,FB,1864,B,0,1,-0.358552355,-0.535460987,-0.535460987,0,,,,,,0,0,0,1
M,B,0.598791963,0.450315995,MB,269,B,0,1,-0.429624756,-0.53614822,0.305891255,0,,,,,,0,1,0,0
M,B,0.752468716,0.449637502,MB,1354,B,0,1,-0.275948003,-0.536826713,0.305212762,0,,,,,,0,1,0,0
M,B,0.410424085,0.44870298,MB,1055,B,0,1,-0.617992634,-0.537761234,0.304278241,0,,,,,,0,1,0,0
M,W,0.615719781,0.523640949,MW,1190,W,0,0,-0.412696938,-0.538442485,0.30359699,0,,,,,,1,0,0,0
F,W,-0.702609642,-0.431407954,FW,1618,W,0,0,-0.702609642,-0.538556188,-0.538556188,0,,,,,,0,0,1,0
F,W,-0.345707662,-0.432022589,FW,675,W,0,0,-0.345707662,-0.539170823,-0.539170823,0,,,,,,0,0,1,0
M,W,0.713267798,0.522674783,MW,379,W,0,0,-0.315148921,-0.539408652,0.302630823,0,,,,,,1,0,0,0
F,W,-0.406769598,-0.432500898,FW,25,W,0,0,-0.406769598,-0.539649132,-0.539649132,1,,,,,,0,0,1,0
F,W,-0.304189534,-0.433595632,FW,1179,W,0,0,-0.304189534,-0.540743866,-0.540743866,0,,,,,,0,0,1,0
M,W,0.737594221,0.521140771,MW,340,W,0,0,-0.290822498,-0.540942663,0.301096812,0,,,,,,1,0,0,0
M,W,0.702946015,0.519952212,MW,676,W,0,0,-0.325470704,-0.542131223,0.299908252,0,,,,,,1,0,0,0
M,W,0.387334538,0.518195667,MW,321,W,0,0,-0.64108218,-0.543887767,0.298151708,0,,,,,,1,0,0,0
M,B,0.577299219,0.442515618,MB,1029,B,0,1,-0.4511175,-0.543948596,0.298090879,0,,,,,,0,1,0,0
F,W,-0.31787602,-0.437071882,FW,733,W,0,0,-0.31787602,-0.544220116,-0.544220116,0,,,,,,0,0,1,0
M,B,0.864239261,0.440374926,MB,1413,B,0,1,-0.164177458,-0.546089289,0.295950186,0,,,,,,0,1,0,0
M,W,0.648864487,0.515684134,MW,1380,W,0,0,-0.379552232,-0.546399301,0.295640174,0,,,,,,1,0,0,0
M,W,0.713393403,0.513413854,MW,728,W,0,0,-0.315023316,-0.54866958,0.293369895,0,,,,,,1,0,0,0
M,W,0.900439748,0.512997621,MW,1389,W,0,0,-0.127976971,-0.549085813,0.292953662,0,,,,,,1,0,0,0
M,B,0.691259502,0.437346662,MB,823,B,0,1,-0.337157217,-0.549117552,0.292921923,0,,,,,,0,1,0,0
M,B,0.258695879,0.435083904,MB,458,B,0,1,-0.76972084,-0.551380311,0.290659165,0,,,,,,0,1,0,0
M,W,0.401722946,0.509767022,MW,1634,W,0,0,-0.626693773,-0.552316412,0.289723063,0,,,,,,1,0,0,0
M,W,0.525763644,0.509547748,MW,1067,W,0,0,-0.502653075,-0.552535687,0.289503788,0,,,,,,1,0,0,0
F,B,-0.42845945,-0.554361555,FB,158,B,0,1,-0.42845945,-0.554361555,-0.554361555,1,,,,,,0,0,0,1
M,W,0.818879546,0.505325271,MW,1431,W,0,0,-0.209537173,-0.556758163,0.285281312,0,,,,,,1,0,0,0
M,W,0.448811394,0.504828073,MW,200,W,0,0,-0.579605325,-0.557255361,0.284784114,1,,,,,,1,0,0,0
M,B,0.624618967,0.429122632,MB,1804,B,0,1,-0.403797752,-0.557341583,0.284697893,0,,,,,,0,1,0,0
F,B,-0.387690702,-0.559263461,FB,518,B,0,1,-0.387690702,-0.559263461,-0.559263461,0,,,,,,0,0,0,1
M,W,0.621963564,0.502498314,MW,1022,W,0,0,-0.406453155,-0.559585121,0.282454355,0,,,,,,1,0,0,0
M,W,0.515213492,0.50200402,MW,584,W,0,0,-0.513203227,-0.560079415,0.28196006,0,,,,,,1,0,0,0
M,B,0.437659099,0.424187619,MB,330,B,0,1,-0.590757619,-0.562276596,0.279762879,0,,,,,,0,1,0,0
M,W,0.728916493,0.499516084,MW,1054,W,0,0,-0.299500226,-0.56256735,0.279472125,0,,,,,,1,0,0,0
F,B,-0.38943175,-0.563132169,FB,548,B,0,1,-0.38943175,-0.563132169,-0.563132169,0,,,,,,0,0,0,1
F,W,-0.357411594,-0.457590497,FW,870,W,0,0,-0.357411594,-0.564738731,-0.564738731,0,,,,,,0,0,1,0
